Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
199,DaQuan Jeffries,28,SAC,SG,3,0,20.0,3.7,6.3,.579,1.3,3.0,.444,2.3,3.3,.700,.684,1.7,1.7,1.000,1.0,0.7,1.7,0.3,0.7,0.0,0.0,3.0,10.3,,jeffrda01
200,Derrick Jones Jr.,28,LAC,SF,48,43,27.2,3.9,7.7,.503,1.1,3.1,.356,2.8,4.6,.602,.574,1.4,1.9,.758,1.2,2.3,3.5,1.4,0.9,1.0,0.8,2.0,10.3,,jonesde02
201,Neemias Queta,26,BOS,C,75,74,25.5,4.3,6.6,.651,0.0,0.1,.000,4.3,6.5,.661,.651,1.6,2.3,.703,3.0,5.3,8.3,1.7,0.8,1.3,1.0,2.9,10.3,,quetane01
202,Will Riley,19,WAS,SF,72,17,21.8,3.6,8.2,.444,1.1,3.3,.322,2.6,4.9,.525,.508,2.0,2.5,.798,0.8,2.1,2.8,1.9,0.7,0.1,1.2,1.2,10.3,,rileywi01
203,D'Angelo Russell,29,DAL,PG,26,3,19.0,3.6,8.9,.405,1.3,4.3,.295,2.3,4.6,.508,.476,1.7,2.3,.717,0.3,2.0,2.3,4.0,0.5,0.1,1.9,1.2,10.2,,russeda01
204,Jalen Smith,25,CHI,C,53,21,20.7,3.7,7.6,.483,1.5,4.2,.373,2.1,3.5,.614,.584,1.3,1.8,.742,1.8,4.8,6.7,1.2,0.5,0.8,1.0,2.1,10.2,,smithja04
205,Ziaire Williams,24,BRK,SF,56,13,22.9,3.3,7.7,.425,1.5,4.5,.343,1.8,3.3,.538,.524,2.1,2.5,.850,0.5,1.9,2.4,1.1,1.4,0.4,1.1,2.1,10.2,,willizi02
206,Khris Middleton,34,2TM,SF,61,48,23.1,3.6,8.7,.416,1.0,3.0,.350,2.6,5.7,.450,.475,1.9,2.2,.871,0.8,2.9,3.7,2.8,0.7,0.1,1.8,2.3,10.1,,middlkh01
206,Khris Middleton,34,WAS,SF,34,34,24.3,3.8,8.8,.433,1.0,2.9,.333,2.9,5.9,.483,.488,1.7,2.0,.841,0.9,3.1,3.9,3.3,0.8,0.3,1.7,2.5,10.3,,middlkh01
206,Khris Middleton,34,DAL,SF,27,14,21.5,3.3,8.5,.393,1.1,3.0,.370,2.2,5.5,.405,.459,2.1,2.3,.905,0.8,2.7,3.4,2.3,0.6,0.0,1.9,2.1,9.9,,middlkh01
207,Kevin Huerter,27,2TM,SG,67,14,22.6,3.9,8.7,.451,1.4,4.7,.305,2.5,4.0,.624,.534,0.8,1.0,.768,0.5,3.0,3.5,2.6,0.9,0.5,1.1,1.7,10.0,,huertke01
207,Kevin Huerter,27,CHI,SF,44,11,23.6,4.2,9.2,.455,1.6,5.1,.314,2.6,4.1,.630,.542,0.9,1.3,.732,0.5,3.3,3.8,2.6,0.8,0.6,1.1,1.9,10.9,,huertke01
207,Kevin Huerter,27,DET,SG,23,3,20.7,3.4,7.7,.441,1.1,4.0,.283,2.3,3.7,.612,.514,0.5,0.6,.923,0.5,2.4,2.9,2.4,1.0,0.3,1.0,1.3,8.4,,huertke01
208,Tristan Da Silva,24,ORL,SF,75,34,24.7,3.7,8.1,.451,1.6,4.2,.380,2.1,3.9,.527,.549,1.1,1.2,.882,0.8,2.9,3.7,1.5,0.9,0.3,0.9,1.5,10.0,,dasiltr01
209,Olivier-Maxence Prosper,23,MEM,PF,53,24,18.6,3.6,6.6,.549,1.1,2.8,.405,2.5,3.8,.653,.634,1.6,2.2,.754,1.1,2.4,3.5,1.0,0.8,0.2,0.9,1.6,10.0,,prospol01
210,Isaiah Stewart,24,DET,C,56,13,22.9,3.8,6.9,.545,0.7,2.1,.333,3.1,4.9,.636,.595,1.7,2.3,.764,1.6,3.4,5.0,1.2,0.3,1.6,1.2,2.8,10.0,,stewais01
211,Precious Achiuwa,26,SAC,C,71,55,23.7,4.3,8.0,.535,0.4,1.3,.300,3.9,6.7,.579,.559,1.0,1.8,.548,2.4,4.3,6.7,1.3,0.9,0.7,0.9,1.7,9.9,,achiupr01
212,A.J. Green,26,MIL,SG,76,66,28.9,3.2,7.7,.418,2.8,6.9,.412,0.4,0.8,.467,.603,0.7,0.8,.850,0.3,2.3,2.7,1.9,0.5,0.1,0.9,2.3,9.9,,greenaj01
213,Ausar Thompson,23,DET,SF,71,70,26.0,4.2,8.0,.522,0.1,0.3,.250,4.1,7.6,.534,.527,1.5,2.6,.570,2.1,3.7,5.7,3.1,2.0,0.9,1.5,2.7,9.9,,thompau01
214,Harrison Barnes,33,SAS,PF,75,52,25.8,3.3,7.4,.452,1.8,4.7,.387,1.5,2.7,.563,.574,1.3,1.6,.828,0.8,2.0,2.8,1.9,0.7,0.2,0.8,1.1,9.8,,barneha02
215,Jordan Miller,26,LAC,SF,58,1,21.8,3.5,6.6,.529,0.6,1.8,.337,2.9,4.8,.600,.574,2.2,2.9,.766,0.9,2.1,3.0,2.2,0.8,0.2,1.0,1.0,9.8,,millejo02
216,Royce O'Neale,32,PHO,SF,77,67,28.5,3.4,8.0,.421,2.7,6.7,.409,0.6,1.3,.480,.592,0.3,0.5,.722,0.8,4.0,4.7,2.7,1.1,0.4,1.3,2.3,9.8,,onealro01
217,Zach Collins,28,CHI,C,10,0,18.4,3.7,6.4,.578,0.9,2.1,.429,2.8,4.3,.651,.648,1.4,2.0,.700,1.6,4.0,5.6,1.5,0.2,0.4,1.0,1.8,9.7,,colliza01
218,Micah Potter,27,IND,C,45,5,18.9,3.1,6.0,.519,1.4,3.4,.428,1.7,2.6,.636,.639,1.9,2.2,.842,1.2,3.5,4.7,1.5,0.4,0.3,0.9,1.7,9.6,,pottemi01
219,Zaccharie Risacher,20,ATL,SF,65,45,22.5,3.7,8.0,.457,1.4,3.9,.373,2.2,4.1,.535,.547,0.9,1.4,.636,1.0,2.7,3.8,1.1,0.9,0.5,0.8,2.2,9.6,,risacza01
220,Daniel Gafford,27,DAL,C,55,44,21.7,3.8,5.7,.655,0.0,0.0,,3.8,5.7,.655,.655,2.0,2.9,.683,2.5,4.4,6.9,1.1,0.8,1.3,1.1,2.6,9.5,,gaffoda01
221,Jay Huff,27,IND,C,80,47,20.9,3.6,7.4,.478,1.4,4.5,.319,2.1,2.9,.722,.575,1.0,1.2,.823,0.9,3.0,3.9,1.5,0.5,1.8,0.9,2.4,9.5,,huffja01
222,Daniss Jenkins,24,DET,PG,70,19,20.3,3.3,7.9,.415,1.0,2.7,.382,2.2,5.2,.432,.481,1.9,2.3,.830,0.7,1.6,2.3,3.9,0.9,0.2,1.6,1.5,9.5,,jenkida01
223,Javon Small,23,MEM,PG,40,12,20.1,3.2,6.7,.472,1.5,3.3,.439,1.7,3.4,.504,.580,1.7,2.0,.825,0.9,2.3,3.1,3.8,0.8,0.2,1.4,1.6,9.5,,smallja01
224,Marcus Smart,31,LAL,SG,60,53,28.8,3.1,7.7,.399,1.6,4.8,.336,1.5,3.0,.500,.502,1.7,2.1,.816,0.6,2.2,2.8,2.8,1.4,0.4,1.5,2.6,9.5,,smartma01
225,T.J. McConnell,33,IND,PG,56,4,17.2,4.3,8.0,.538,0.3,0.9,.320,4.0,7.1,.565,.556,0.4,0.5,.862,0.4,1.8,2.2,5.1,1.0,0.2,1.1,1.1,9.4,,mccontj01
226,Svi Mykhailiuk,28,UTA,SF,50,41,23.1,3.5,7.2,.478,2.0,4.8,.408,1.5,2.4,.615,.613,0.5,0.6,.893,0.7,1.8,2.5,1.9,0.5,0.1,0.8,1.3,9.4,,mykhasv01
227,Aaron Wiggins,27,OKC,SG,63,19,21.6,3.6,8.2,.434,1.5,4.1,.356,2.1,4.1,.514,.524,0.8,1.1,.743,0.6,2.5,3.1,1.6,0.9,0.4,1.3,1.3,9.4,,wiggiaa01
228,Adama-Alpha Bal,22,MEM,SG,7,0,29.0,3.1,8.0,.393,2.1,5.1,.417,1.0,2.9,.350,.527,0.9,1.0,.857,0.9,2.4,3.3,2.1,1.1,0.0,0.7,3.6,9.3,,balad01
229,Davion Mitchell,27,MIA,PG,69,69,28.6,3.7,7.6,.486,1.3,3.3,.389,2.4,4.4,.558,.569,0.6,0.9,.646,0.5,2.2,2.7,6.6,1.0,0.2,1.6,2.6,9.3,,mitchda01
230,Isaac Okoro,25,CHI,SG,63,62,26.9,3.3,7.3,.460,1.2,3.5,.330,2.2,3.8,.580,.539,1.4,1.8,.795,1.1,1.7,2.7,1.6,0.7,0.5,0.7,2.6,9.3,,okorois01
231,Gui Santos,23,GSW,PF,66,29,20.5,3.4,6.7,.505,1.2,3.3,.352,2.2,3.4,.653,.591,1.3,1.8,.729,1.1,2.8,3.9,2.3,0.9,0.3,1.5,2.0,9.3,,santogu01
232,Landry Shamet,28,NYK,SG,50,12,22.9,3.1,7.1,.437,2.0,5.2,.391,1.1,2.0,.556,.578,1.1,1.5,.711,0.5,1.4,1.8,1.4,0.6,0.2,0.6,1.5,9.3,,shamela01
233,Jaden Hardy,23,2TM,SG,56,4,15.8,3.2,7.6,.426,1.8,4.6,.395,1.4,2.9,.473,.546,1.0,1.3,.753,0.3,1.3,1.5,1.0,0.3,0.1,1.1,1.5,9.2,,hardyja02
233,Jaden Hardy,23,DAL,SG,34,4,12.6,2.3,5.7,.402,1.4,3.6,.371,0.9,2.1,.457,.521,0.9,1.2,.775,0.3,1.1,1.4,0.9,0.3,0.1,0.8,1.1,6.9,,hardyja02
233,Jaden Hardy,23,WAS,SG,22,0,20.6,4.6,10.4,.445,2.5,6.1,.418,2.1,4.3,.484,.568,1.1,1.5,.727,0.2,1.5,1.7,1.2,0.3,0.2,1.6,2.0,12.9,,hardyja02
234,Isaiah Hartenstein,27,OKC,C,47,46,24.2,3.9,6.3,.622,0.0,0.1,.000,3.9,6.1,.637,.622,1.4,2.2,.610,3.2,6.3,9.4,3.5,1.0,0.8,1.7,2.5,9.2,,harteis01
235,Cam Whitmore,21,WAS,SF,21,0,16.9,3.7,8.0,.456,0.8,2.7,.286,2.9,5.4,.540,.503,1.1,1.5,.742,0.9,1.9,2.8,0.7,0.7,0.4,0.9,1.2,9.2,,whitmca01
236,Corey Kispert,26,2TM,SF,56,9,18.6,3.1,6.7,.464,1.4,4.0,.357,1.7,2.7,.621,.570,1.3,1.6,.820,0.5,1.8,2.3,1.6,0.3,0.2,0.8,1.1,9.0,,kispeco01
236,Corey Kispert,26,WAS,SF,19,2,19.5,3.1,6.3,.496,1.6,4.0,.395,1.5,2.3,.674,.622,1.4,1.8,.765,0.3,2.0,2.3,1.7,0.4,0.2,0.7,1.1,9.2,,kispeco01
236,Corey Kispert,26,ATL,SF,37,7,18.2,3.1,7.0,.450,1.4,4.0,.338,1.8,3.0,.600,.547,1.3,1.5,.855,0.5,1.8,2.3,1.5,0.2,0.2,0.8,1.1,8.9,,kispeco01
237,Sam Hauser,28,BOS,PF,77,48,24.8,3.2,7.6,.415,2.5,6.4,.386,0.7,1.2,.563,.577,0.2,0.3,.850,0.7,3.1,3.8,1.4,0.5,0.3,0.5,1.4,9.0,,hausesa01
238,Josh Oduro,25,NOP,PF,1,0,26.0,4.0,7.0,.571,0.0,0.0,,4.0,7.0,.571,.571,1.0,2.0,.500,2.0,3.0,5.0,1.0,0.0,0.0,1.0,4.0,9.0,,odurojo01
239,Tristan Vukcevic,22,WAS,C,49,12,13.7,3.1,6.5,.479,1.0,2.9,.347,2.1,3.5,.590,.558,1.8,2.3,.784,0.7,2.3,3.0,1.1,0.5,0.7,1.3,1.7,9.0,,vukcetr01
240,Lucas Williamson,27,MEM,SG,5,1,28.2,3.0,8.4,.357,2.0,6.0,.333,1.0,2.4,.417,.476,1.0,1.0,1.000,1.6,2.2,3.8,2.4,0.8,0.0,1.4,3.6,9.0,,willilu01
241,Herbert Jones,27,NOP,SF,56,56,28.4,3.3,8.5,.383,1.4,4.6,.309,1.8,3.9,.470,.467,0.9,1.1,.806,0.8,2.6,3.4,2.8,1.6,0.5,1.3,3.2,8.9,,joneshe01
242,Danny Wolf,21,BRK,PF,57,15,20.8,3.1,7.7,.405,1.2,3.7,.322,1.9,4.0,.480,.482,1.5,1.9,.771,1.0,3.9,4.9,2.2,0.5,0.6,1.3,2.2,8.9,,wolfda01
243,Nolan Traoré,19,BRK,PG,55,31,22.3,3.2,8.5,.381,1.1,3.3,.328,2.1,5.1,.415,.445,1.3,1.7,.780,0.2,1.5,1.7,3.9,0.8,0.4,2.3,2.2,8.8,,traorno01
244,Jordan Clarkson,33,NYK,SG,70,1,17.8,3.3,7.3,.452,1.0,3.0,.330,2.3,4.3,.538,.520,1.1,1.3,.826,0.9,0.9,1.8,1.3,0.4,0.1,0.9,1.7,8.7,,clarkjo01
245,Jordan Goodwin,27,PHO,PG,70,10,22.5,3.3,7.9,.413,1.6,4.3,.371,1.7,3.6,.462,.514,0.6,0.8,.696,2.0,2.9,4.9,2.2,1.5,0.2,1.0,1.9,8.7,,goodwjo01
246,Quenton Jackson,27,IND,PG,47,17,17.9,3.0,6.3,.473,0.8,2.3,.368,2.2,4.1,.531,.539,1.9,2.3,.818,0.6,1.8,2.3,2.7,0.6,0.1,1.3,1.7,8.7,,jacksqu01
247,Day'Ron Sharpe,24,BRK,C,62,7,18.7,3.5,5.7,.601,0.1,0.6,.231,3.3,5.1,.647,.614,1.7,2.5,.678,2.8,3.9,6.7,2.3,1.1,0.4,1.7,2.4,8.7,,sharpda01
248,Vít Krejčí,25,2TM,PG,64,8,21.7,3.0,6.7,.448,2.0,5.1,.391,1.0,1.5,.636,.599,0.6,0.8,.745,0.5,1.8,2.3,1.6,0.7,0.3,0.6,2.1,8.6,,krejcvi01
248,Vít Krejčí,25,ATL,PG,46,8,22.3,3.1,6.7,.464,2.2,5.2,.423,0.9,1.5,.609,.628,0.6,0.8,.750,0.4,1.7,2.1,1.5,0.8,0.3,0.7,2.3,9.0,,krejcvi01
248,Vít Krejčí,25,POR,PG,18,0,19.9,2.7,6.6,.407,1.5,4.9,.307,1.2,1.7,.700,.521,0.6,0.8,.733,0.7,2.2,2.8,1.8,0.6,0.3,0.6,1.6,7.4,,krejcvi01
249,Justin Champagnie,24,WAS,SF,68,18,19.8,3.3,6.6,.507,0.7,2.3,.321,2.6,4.3,.606,.563,1.2,1.5,.784,2.1,3.5,5.6,1.2,0.8,0.6,0.6,1.6,8.6,,champju01
250,Collin Murray-Boyles,20,TOR,PF,56,22,22.0,3.5,6.1,.579,0.3,0.9,.340,3.2,5.2,.620,.604,1.2,1.9,.651,2.4,2.7,5.1,1.9,0.9,0.9,1.1,2.5,8.6,,murraco01
251,Taurean Prince,31,MIL,SF,24,5,22.7,3.1,6.8,.457,2.2,5.0,.437,1.0,1.9,.511,.616,0.2,0.2,1.000,0.2,2.6,2.8,1.6,0.6,0.3,1.1,1.9,8.6,,princta02
252,Cason Wallace,22,OKC,SG,77,58,26.6,3.3,7.6,.432,1.3,3.7,.351,2.0,3.8,.510,.518,0.7,0.9,.809,0.8,2.3,3.1,2.6,1.9,0.4,0.9,2.0,8.6,,wallaca01
253,Cody Williams,21,UTA,SG,65,39,24.0,3.5,7.4,.475,0.4,1.9,.211,3.1,5.5,.566,.502,1.2,1.7,.708,0.9,2.0,3.0,1.9,0.8,0.4,1.1,1.8,8.6,,willico04
254,Jaden Ivey,23,2TM,SG,37,5,18.1,3.1,6.9,.445,1.4,3.6,.373,1.7,3.3,.525,.543,1.0,1.3,.809,0.6,1.8,2.5,1.8,0.6,0.4,1.1,1.4,8.5,,iveyja01
254,Jaden Ivey,23,DET,SG,33,2,16.8,3.0,6.7,.450,1.3,3.4,.372,1.7,3.2,.533,.545,0.9,1.2,.789,0.6,1.6,2.2,1.6,0.5,0.4,1.1,1.3,8.2,,iveyja01
254,Jaden Ivey,23,CHI,SG,4,3,28.8,3.8,9.0,.417,2.0,5.3,.381,1.8,3.8,.467,.528,2.0,2.3,.889,1.3,3.5,4.8,4.0,2.0,0.5,1.5,2.3,11.5,,iveyja01
255,Bones Hyland,25,MIN,PG,71,3,16.6,3.0,6.6,.453,1.6,4.2,.388,1.4,2.4,.568,.577,0.9,1.2,.780,0.3,1.5,1.8,2.6,0.6,0.2,1.0,1.7,8.5,,hylanbo01
256,Toby Okani,24,MEM,SG,4,2,33.5,3.3,9.5,.342,1.8,4.8,.368,1.5,4.8,.316,.434,0.3,2.0,.125,1.5,1.5,3.0,0.8,0.8,0.3,0.5,3.3,8.5,,okanito01
257,Kentavious Caldwell-Pope,32,MEM,SG,51,14,21.3,2.9,7.2,.410,1.1,3.4,.316,1.9,3.8,.495,.485,1.4,1.6,.913,0.4,2.1,2.5,2.7,0.8,0.2,1.2,1.1,8.4,,caldwke01
258,Devin Carter,23,SAC,PG,36,10,17.5,3.0,7.2,.412,0.7,2.8,.240,2.3,4.4,.519,.458,1.8,2.4,.753,0.8,2.3,3.1,2.5,0.8,0.2,1.3,1.3,8.4,,cartede02
259,Luguentz Dort,26,OKC,SF,67,67,27.0,3.0,7.6,.387,1.9,5.4,.344,1.1,2.2,.493,.510,0.7,0.9,.759,0.8,2.8,3.6,1.2,0.9,0.4,0.8,2.7,8.4,,dortlu01
260,Draymond Green,35,GSW,PF,67,67,27.5,3.0,7.3,.416,1.5,4.6,.325,1.5,2.7,.572,.518,0.9,1.2,.695,0.8,4.7,5.5,5.5,0.9,0.6,2.7,2.9,8.4,,greendr01
261,Jake LaRavia,24,LAL,PF,80,42,25.1,3.0,6.5,.459,1.0,3.0,.322,2.0,3.5,.578,.534,1.5,1.9,.763,1.5,2.5,4.0,1.8,1.3,0.5,1.1,2.4,8.4,,laravja01
262,Jonas Valančiūnas,33,DEN,C,63,5,13.0,3.3,5.7,.583,0.1,0.3,.318,3.2,5.4,.601,.593,1.6,2.1,.765,1.5,3.3,4.8,1.1,0.2,0.5,1.1,2.1,8.4,,valanjo01
263,Luke Kennard,29,2TM,SG,76,4,21.6,3.0,5.7,.533,1.5,3.2,.477,1.5,2.5,.603,.666,0.8,0.8,.919,0.4,2.0,2.4,2.2,0.7,0.1,0.8,1.3,8.3,,kennalu01
263,Luke Kennard,29,ATL,SG,46,0,20.5,2.8,5.2,.538,1.6,3.2,.497,1.2,2.0,.604,.692,0.7,0.8,.914,0.4,1.7,2.2,2.1,0.7,0.1,0.7,1.2,7.9,,kennalu01
263,Luke Kennard,29,LAL,SG,30,4,23.2,3.3,6.3,.526,1.4,3.1,.446,2.0,3.3,.602,.634,0.8,0.9,.926,0.4,2.3,2.7,2.5,0.6,0.1,0.9,1.6,8.9,,kennalu01
264,Simone Fontecchio,30,MIA,SF,69,8,16.6,2.7,6.7,.403,1.7,4.6,.366,1.0,2.0,.489,.530,1.2,1.4,.840,0.8,2.2,3.0,1.4,0.5,0.1,0.7,1.5,8.3,,fontesi01
265,Al Horford,39,GSW,C,43,12,21.7,3.1,7.2,.424,1.7,4.6,.360,1.4,2.7,.535,.539,0.5,0.6,.846,1.0,4.0,5.0,2.6,0.7,1.2,1.0,1.2,8.3,,horfoal01
266,Brook Lopez,37,LAC,C,73,38,21.6,3.0,7.1,.426,1.5,4.1,.358,1.5,3.0,.521,.530,0.8,1.0,.757,0.6,3.0,3.5,1.3,0.6,1.2,0.8,2.0,8.3,,lopezbr01
267,Kadary Richmond,24,WAS,SG,3,0,22.3,3.3,5.3,.625,0.7,1.3,.500,2.7,4.0,.667,.688,1.0,1.0,1.000,0.3,3.0,3.3,2.7,2.7,0.3,0.7,0.7,8.3,,richmka01
268,Jalen Slawson,26,IND,SF,11,5,24.4,3.0,6.5,.465,1.4,3.4,.405,1.6,3.1,.529,.570,0.9,1.2,.769,0.5,4.1,4.5,2.6,1.4,1.1,1.1,2.0,8.3,,slawsja01
269,Jared McCain,21,2TM,SG,65,1,17.1,3.0,7.0,.425,1.5,3.8,.392,1.5,3.2,.464,.531,0.8,0.9,.877,0.3,1.7,2.0,1.3,0.5,0.1,0.8,1.2,8.2,,mccaija01
269,Jared McCain,21,PHI,SG,37,1,16.8,2.4,6.2,.385,1.2,3.2,.378,1.2,3.0,.393,.483,0.6,0.7,.880,0.2,1.9,2.0,1.7,0.6,0.1,0.8,1.2,6.6,,mccaija01
269,Jared McCain,21,OKC,SG,28,0,17.5,3.8,8.0,.467,1.8,4.5,.405,1.9,3.5,.545,.580,1.0,1.1,.875,0.6,1.5,2.0,0.9,0.4,0.1,0.9,1.3,10.3,,mccaija01
270,Bradley Beal,32,LAC,SG,6,6,20.2,3.0,8.0,.375,1.2,3.2,.368,1.8,4.8,.379,.448,1.0,1.3,.750,0.3,0.5,0.8,1.7,0.5,0.0,1.5,2.3,8.2,,bealbr01
271,Nique Clifford,23,SAC,SG,73,26,24.7,3.2,7.8,.411,1.0,3.1,.335,2.2,4.7,.461,.477,0.8,1.2,.690,0.9,2.8,3.7,2.3,0.9,0.3,1.5,2.1,8.2,,cliffni01
272,LJ Cryer,24,GSW,PG,18,1,16.2,2.6,6.5,.402,2.1,5.2,.394,0.6,1.3,.435,.560,0.9,1.1,.895,0.2,1.3,1.6,1.0,0.2,0.0,0.8,1.6,8.2,,cryerlj01
273,Ron Holland,20,DET,SF,76,5,19.9,3.0,7.0,.433,0.6,2.5,.243,2.4,4.5,.538,.476,1.6,2.0,.805,1.1,2.9,4.0,1.2,1.2,0.3,1.2,2.3,8.2,,hollaro01
274,Bryce McGowens,23,NOP,SG,42,13,21.0,2.7,5.6,.481,0.9,2.2,.409,1.8,3.4,.528,.561,1.8,2.3,.779,0.3,1.8,2.1,1.5,0.6,0.2,0.4,2.1,8.1,,mcgowbr01
275,Gary Trent Jr.,27,MIL,SG,65,21,21.2,2.8,7.3,.387,1.9,5.3,.360,0.9,2.0,.458,.517,0.6,0.8,.769,0.1,0.9,1.0,1.2,0.5,0.0,0.6,1.3,8.1,,trentga02
276,DeJon Jarreau,28,MEM,SG,11,0,21.0,3.0,7.5,.398,0.4,2.7,.133,2.6,4.8,.547,.422,1.6,2.1,.783,1.1,3.5,4.6,3.3,0.9,0.7,2.4,2.5,8.0,,jarrede01
277,Moussa Diabaté,24,CHO,C,71,45,26.0,3.2,5.0,.629,0.0,0.0,.500,3.1,5.0,.630,.631,1.6,2.4,.663,3.8,5.0,8.7,1.9,0.8,1.0,1.0,2.4,7.9,,diabamo01
278,Nate Williams,26,GSW,SG,13,2,17.5,3.1,6.2,.494,0.9,2.1,.444,2.2,4.2,.519,.568,0.8,1.0,.846,1.4,0.8,2.2,1.0,0.4,0.0,1.2,1.9,7.9,,willije02
279,Walter Clayton,22,2TM,PG,69,6,20.4,2.6,6.7,.384,1.1,3.5,.307,1.5,3.1,.470,.465,1.6,1.8,.901,0.4,1.7,2.0,4.0,0.6,0.3,1.7,1.7,7.8,,claytwa01
279,Walter Clayton,22,UTA,PG,45,0,18.0,2.3,5.7,.398,1.0,3.2,.308,1.3,2.5,.513,.484,1.3,1.4,.935,0.3,1.6,2.0,3.2,0.5,0.3,1.3,1.7,6.8,,claytwa01
279,Walter Clayton,22,MEM,PG,24,6,25.0,3.1,8.5,.366,1.3,4.2,.307,1.8,4.3,.423,.441,2.1,2.5,.864,0.4,1.7,2.1,5.7,0.8,0.3,2.5,1.7,9.7,,claytwa01
280,Dominick Barlow,22,PHI,PF,69,59,23.9,3.1,5.7,.541,0.3,1.2,.259,2.8,4.5,.614,.568,1.3,1.8,.717,1.9,2.9,4.8,1.2,0.9,0.8,0.8,2.1,7.8,,barlodo01
281,Bruce Brown,29,DEN,SG,80,2,24.3,3.0,6.3,.469,0.7,1.8,.382,2.3,4.5,.504,.524,1.2,1.6,.762,1.1,2.8,3.8,2.0,1.0,0.3,1.1,2.4,7.8,,brownbr01
282,Sharife Cooper,24,WAS,PG,39,1,16.7,2.9,5.9,.498,0.7,1.8,.366,2.3,4.1,.557,.555,1.2,1.5,.828,0.4,1.7,2.1,2.8,0.4,0.1,1.5,1.5,7.7,,coopesh01
283,Luka Garza,27,BOS,C,67,5,15.9,2.8,4.9,.583,0.8,1.8,.441,2.1,3.1,.663,.663,1.3,1.6,.764,2.2,1.7,3.9,0.9,0.4,0.4,0.6,2.3,7.7,,garzalu01
284,Chaney Johnson,23,BRK,SF,16,1,19.4,2.8,5.0,.563,0.6,1.7,.333,2.3,3.3,.679,.619,1.5,1.9,.800,1.8,2.4,4.1,2.1,0.9,0.6,1.2,3.0,7.7,,johnsch06
285,Quinten Post,25,GSW,PF,67,35,17.3,2.9,6.6,.440,1.4,4.1,.336,1.5,2.4,.617,.546,0.5,0.6,.791,1.0,3.0,4.0,1.4,0.4,0.5,0.8,1.9,7.7,,postqu01
286,Ryan Kalkbrenner,24,CHO,C,67,31,21.4,3.2,4.3,.748,0.0,0.1,.000,3.2,4.2,.762,.748,1.2,1.7,.708,2.4,3.1,5.5,0.8,0.5,1.5,0.9,1.6,7.6,,kalkbry01
287,Leonard Miller,22,2TM,SF,44,10,14.7,3.0,5.5,.550,0.7,2.1,.319,2.3,3.4,.691,.610,0.8,1.1,.750,1.1,2.7,3.8,0.8,0.3,0.3,0.7,1.3,7.5,,millele01
287,Leonard Miller,22,MIN,SF,19,0,5.0,0.9,1.7,.545,0.1,0.6,.083,0.9,1.1,.810,.561,0.4,0.6,.636,0.4,0.9,1.3,0.3,0.2,0.0,0.5,0.6,2.3,,millele01
287,Leonard Miller,22,CHI,SF,25,10,22.0,4.6,8.3,.551,1.1,3.2,.354,3.4,5.1,.672,.618,1.2,1.5,.784,1.7,4.0,5.7,1.2,0.4,0.5,0.8,1.8,11.4,,millele01
288,Vince Williams Jr.,25,2TM,SG,40,12,20.5,2.6,7.3,.353,1.4,4.4,.311,1.2,2.9,.417,.447,1.0,1.3,.780,1.0,2.9,3.9,4.2,0.7,0.4,1.8,2.0,7.5,,willivi01
288,Vince Williams Jr.,25,MEM,PG,34,12,21.6,2.7,7.8,.352,1.4,4.7,.308,1.3,3.1,.419,.445,1.1,1.4,.804,1.0,3.0,4.0,4.4,0.8,0.4,1.9,2.1,8.0,,willivi01
288,Vince Williams Jr.,25,UTA,SG,6,0,14.0,1.7,4.7,.357,1.0,3.0,.333,0.7,1.7,.400,.464,0.3,0.7,.500,0.8,2.3,3.2,2.7,0.3,0.3,1.2,1.5,4.7,,willivi01
289,Leaky Black,26,WAS,SF,13,8,30.2,2.8,6.8,.416,1.3,3.5,.378,1.5,3.4,.455,.511,0.5,0.6,.875,1.2,4.4,5.5,1.4,1.2,0.6,0.8,2.7,7.5,,blackle01
290,Jaxson Hayes,25,LAL,C,66,9,18.3,3.0,4.0,.756,0.0,0.0,1.000,3.0,3.9,.753,.761,1.5,2.3,.653,1.5,2.6,4.1,0.9,0.4,0.8,0.5,1.9,7.5,,hayesja02
291,Gary Payton II,33,GSW,SG,71,1,15.7,3.3,5.7,.580,0.5,1.8,.294,2.8,4.0,.708,.625,0.4,0.6,.650,1.4,2.3,3.7,1.7,0.9,0.3,0.8,1.8,7.5,,paytoga02
292,Paul Reed,26,DET,C,63,10,13.8,3.1,5.1,.605,0.2,0.6,.333,2.9,4.5,.642,.625,1.1,1.7,.651,2.0,2.5,4.5,1.2,0.9,0.9,0.9,1.9,7.5,,reedpa01
293,Malachi Smith,26,BRK,SG,13,2,21.6,2.9,6.1,.481,1.0,2.5,.394,1.9,3.5,.543,.563,0.6,0.6,1.000,0.7,2.2,2.9,2.5,0.9,0.3,0.9,0.7,7.5,,smithma02
294,Ousmane Dieng,22,2TM,C,55,18,18.6,2.9,6.8,.425,1.1,3.2,.360,1.7,3.6,.482,.509,0.5,0.7,.711,0.5,2.5,3.0,2.1,0.4,0.3,1.2,1.4,7.4,,diengou01
